Author tag,Author username,Author avatar,Is bot,Date,Content,Mentions,Attachments,Channel,Symptom1(Edginess_or_restlessness),Symptom2(Tiring_easily_more_fatigued_than_usual),Symptom3(Impaired_concentration_or_feeling_as_though_the_mind_goes_blank),Symptom4(irritability),Symptom5(Increased_muscleaches_or_soreness),Symptom6(Difficulty_sleeping),Symptom7(No_symptoms),AnxietyIntensity
#8869,serxies,https://cdn.discordapp.com/avatars/371816963946840066/456a557252b0eefaad73418bb48ffe53.png,No,2/22/2022 18:41,hello,,,kai Havan,N,N,N,N,N,N,Y,0
#1587,Wheels_Ozzy,https://cdn.discordapp.com/avatars/434498870131818499/64e1e4b6128249cbd72fc5804e1e44c9.png,No,2/22/2022 17:47,<@917388097187086386> dreams,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#8247,Giveaways,https://cdn.discordapp.com/avatars/850446315455381554/523ea6655bb8af8b6fbdb89ff7b368d8.png,No,2/15/2022 17:36,Lol shut up,,,kai Havan,N,N,N,N,N,N,Y,0
#4943,Wick,https://cdn.discordapp.com/avatars/548410451818708993/7e6dc28f38ae71f76c6dcdd879ddbe29.png,Yes,2/11/2022 12:30,<@719191963156611072>,Creeperish#0731,,kai Havan,N,N,N,N,N,N,Y,0
#7860,ersatz,https://cdn.discordapp.com/avatars/595029699458105346/0626531715267268d48338d4d7537d28.png,No,2/22/2022 16:31,hi,,,kai Havan,N,N,N,N,N,N,Y,0
#9569,Ashh,https://cdn.discordapp.com/avatars/875553058392784896/0bfeed851d823bc66c2a968ba31f326a.png,No,2/22/2022 12:26,@joybot deep reflection,,,kai Havan,N,N,N,N,N,N,Y,0
#8679,hako,https://cdn.discordapp.com/avatars/923739535664381992/a3672ad38b0675524d24d723b8de9638.png,No,2/22/2022 12:08,<@!917388097187086386> joke,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#4184,TaylorMade,https://cdn.discordapp.com/avatars/663046081160019992/3f3fc56c8bc975bc866676700e08e13a.png,No,2/22/2022 11:26,<@!917388097187086386> play,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#0976,R<3,https://cdn.discordapp.com/avatars/910935538356338698/9c73389fd4985fc11fe022d7ae48aa05.png,No,2/22/2022 10:40,<@!917388097187086386> joke,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#9204,BrockleBrackle,https://cdn.discordapp.com/avatars/570624086041165866/ef65c01bbb9d849188fac2c98eeb641b.png,No,2/22/2022 10:22,Joy,,,kai Havan,N,N,N,N,N,N,Y,0
#4402,Nugget,https://cdn.discordapp.com/avatars/868984657490874379/55968935dd543bbf6d02922c21906a0e.png,No,2/21/2022 23:56,<@!917388097187086386> trivia,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#8179,Raine,https://cdn.discordapp.com/avatars/881941130311254066/05c62a56d5cb39fc3fd9af29dbae98d6.png,No,2/21/2022 23:34,<@!917388097187086386> fun question,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#9269,carmillamaris,https://cdn.discordapp.com/avatars/878085568683184169/65e6c389bdb5651972bbee9251daf158.png,No,2/21/2022 20:07,<@!917388097187086386> this or that,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#3359,SerenStar,https://cdn.discordapp.com/avatars/916781958489595964/0b5da3c166f4f1fb185427a64e48589c.png,No,2/21/2022 16:44,Man my brain is fried,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#5085,Dr. Troll,https://cdn.discordapp.com/avatars/733001270603808841/d0e2486b7dd10ec03b50299bba7d5a93.png,No,2/21/2022 16:00,Nigeria,,,kai Havan,N,N,N,N,N,N,Y,0
#3187,Mafdecai,https://cdn.discordapp.com/avatars/715877371034468432/a80faf1b7494f4e5f4ea483ef0197c56.png,No,2/21/2022 8:25,<@917388097187086386> hey,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#2899,BELUGA,https://cdn.discordapp.com/avatars/938806583134154815/e4cba0ce878cf91252f60656db5dc91f.png,No,2/21/2022 8:02,where is the general chat?,,,kai Havan,N,N,N,N,N,N,Y,0
#1474,MDog,https://cdn.discordapp.com/avatars/620950265998082058/681602f363ce9f73a01b1c5ec973b24c.png,No,2/21/2022 6:55,Hiya,London#3493,,kai Havan,N,N,N,N,N,N,Y,0
#3493,yErt,https://cdn.discordapp.com/avatars/570065827370631169/23d829b788c899619be137e4e776ae8b.png,No,2/20/2022 14:42,<@!917388097187086386> inspire,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#4188,Shams,https://cdn.discordapp.com/avatars/908372277815562262/6dcc2270be85135d4e4b38b12ea41668.png,No,2/21/2022 5:03,Sup 👁️👄👁️,,,kai Havan,N,N,N,N,N,N,Y,0
#9487,ratio,https://cdn.discordapp.com/avatars/765528481567604756/4568255a4a369ff6bda86eeaff2e70d7.png,No,2/21/2022 2:42,Hey hey where da problem at,,,kai Havan,N,N,N,N,N,N,Y,0
#6967,ItzCartii,https://cdn.discordapp.com/avatars/703782884691148892/d35a83c1718e38427ea92d38148a0698.png,No,2/21/2022 2:39,nun,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#8371,suicidd⁶⁹,https://cdn.discordapp.com/avatars/912381015199203358/db4b2ee24071cc29f6c5212ef6b020d6.png,No,2/11/2022 5:37,<@917388097187086386> are you a bot,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#1823,dishwasher,https://cdn.discordapp.com/avatars/518401184760070144/50d3df64235141c13f02e9f82b3ddf31.png,No,2/9/2022 8:12,<@!917388097187086386>,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#5176,THPL,https://cdn.discordapp.com/avatars/918636455218270209/03ffec63da4eb53d4d98949a0e657473.png,No,2/20/2022 22:26,,,"https://cdn.discordapp.com/attachments/940923272705482802/945204856824676412/received_367330525221086.gif
 https://cdn.discordapp.com/attachments/940923272705482802/945204857055358976/received_273085484954764.gif",kai Havan,N,N,N,N,N,N,Y,0
#5662,J |,https://cdn.discordapp.com/avatars/347977816505057290/a489e39bae65d3bf09aa77b5cb6357b3.png,No,2/19/2022 2:56,<@917388097187086386> dreams,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#7374,Owner,https://cdn.discordapp.com/avatars/771556357396365324/f2a17403d57f62fc94b82a04ca638dd4.png,No,2/20/2022 11:28,@JoyBot inspire,,,kai Havan,N,N,N,N,N,N,Y,0
#0106,cancan26,https://cdn.discordapp.com/avatars/764820326423986186/1f731ece56c2e1cf507f12b1367be28a.png,No,2/20/2022 10:51,<@!917388097187086386> inspire,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#1730,meowcatse,https://cdn.discordapp.com/avatars/883522809148616704/32661eed1c6af1a8f7697abfa79c43e0.png,No,2/20/2022 6:45,<@!917388097187086386> trivia,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#6957,mimi<3 any prns,https://cdn.discordapp.com/avatars/908762024798978069/f1c5ca4e884d9f0ef21113cb6cb1a11b.png,No,2/18/2022 16:57,<@917388097187086386> trivia,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#1593,chasajonia,https://cdn.discordapp.com/avatars/759396467264978964/445d62a33a75c7d3d23312c659f5efbd.png,No,2/20/2022 5:39,<@!917388097187086386> options,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#7066,Nezuko Kamado,https://cdn.discordapp.com/avatars/862694852579426304/da62b3ce2f47a8c3f4852466b96c8ffd.png,No,2/20/2022 4:57,hi,,,kai Havan,N,N,N,N,N,N,Y,0
#9607,Alex.,https://cdn.discordapp.com/avatars/937876198204272651/b9f6df6bebede0de00f8f02e2695b3df.png,No,2/19/2022 19:34,<@917388097187086386> science,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#3111,NobodyCares12454,https://cdn.discordapp.com/avatars/915709437744914534/4ce2dde154bcbe49bf7d6ecde8a68280.png,No,2/14/2022 16:21,who sent me,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#7844,wolfy🐺🌈,https://cdn.discordapp.com/avatars/926876452329230357/42073ace4f089f2716418308ffac664b.png,No,2/19/2022 11:39,Hi,,,kai Havan,N,N,N,N,N,N,Y,0
#9477,lil_they,https://cdn.discordapp.com/avatars/943635867971498074/fac481a1b06bf7a5f8dc74f694f8204b.png,No,2/18/2022 23:55,Hey I am new to this,,,kai Havan,N,N,N,N,N,N,Y,0
#1331,[Ash],https://cdn.discordapp.com/avatars/652543158156001312/2d8b4944be454add0c9c67bcd2af3e60.png,No,2/19/2022 11:33,How do we eithen play with joybot,,,kai Havan,N,N,N,N,N,N,Y,0
#7211,onlyforhim<3,https://cdn.discordapp.com/avatars/779580451169501185/bb29cbafa2eea99a3cc27b9c31eff3cc.png,No,2/19/2022 6:26,How do we join the giveaway,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#6791,Forgetful Fabiya,https://cdn.discordapp.com/avatars/901702019964866650/460eac8a0d1a72848ab6dbed2293805d.png,No,2/17/2022 10:35,<@!917388097187086386> play,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#2437,Miss-Eva,https://cdn.discordapp.com/avatars/920277986039713823/61832d282804b3ce9fbd3463dcd5a88a.png,No,2/12/2022 19:04,<@917388097187086386> help,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#2866,Dambro,https://cdn.discordapp.com/avatars/767687393196244993/847ba43d7090b512410752345d666db0.png,No,2/11/2022 23:46,uuu,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#9464,bellaa,https://cdn.discordapp.com/avatars/920073418278309898/074d602c8829179d211a1025e1b107db.png,No,2/18/2022 21:43,<@!917388097187086386> this or that,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#8039,the_unknown_one,https://cdn.discordapp.com/avatars/342831824650633216/fe5d6dac8afa665dffd32ac50e8adbf1.png,No,2/18/2022 21:26,Hello,,,kai Havan,N,N,N,N,N,N,Y,0
#7168,Ribu,https://cdn.discordapp.com/avatars/298408681584852992/768d5450bc69f1e8323b1181d1b96075.png,No,2/18/2022 19:39,<@!917388097187086386> dreams,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#6482,onigiri_.,https://cdn.discordapp.com/avatars/844266952167915531/034636b55cbf59c74467ded9fcfb3a4a.png,No,2/18/2022 19:26,Death,,,kai Havan,N,N,N,N,N,N,Y,0
#8393,inarisushiii,https://cdn.discordapp.com/avatars/755756557018464357/5d0be5951a56f52d4a5578f865adc40f.png,No,2/18/2022 17:49,<@917388097187086386> hack,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#5111,shan !,https://cdn.discordapp.com/avatars/563132194067841026/b6545aac1140b72ddae33b8fee5cd618.png,No,2/18/2022 17:41,<@917388097187086386> trivia,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#0418,Spaxz239,https://cdn.discordapp.com/avatars/927342106882756608/c1a18b04ab2b55fe72c26c3e630dfc23.png,No,2/18/2022 15:41,Hi,,,kai Havan,N,N,N,N,N,N,Y,0
#5026,Gabrielw2080,https://cdn.discordapp.com/avatars/818515005053992990/5ae06e6c9a57b2c11a67e62298418226.png,No,2/18/2022 12:51,<@!917388097187086386> memes,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#7985,ANITA;,https://cdn.discordapp.com/avatars/844749145855361064/b99ab2f23701e0c7509c442bcfe3df96.png,No,2/18/2022 12:51,NUM NUM NUM,,,kai Havan,N,N,N,N,N,N,Y,0
#4463,Kai_Wastaken_16,https://cdn.discordapp.com/avatars/900860778226282517/ab7edd6c337a1741e42ab7300a5a8073.png,No,2/18/2022 12:25,Heyy,,,kai Havan,N,N,N,N,N,N,Y,0
#2998,lilz,https://cdn.discordapp.com/avatars/636690088000225280/db255ebaf392ba3684bd024a90596418.png,No,2/18/2022 12:05,hi!,,,kai Havan,N,N,N,N,N,N,Y,0
#1702,Golden_fox,https://cdn.discordapp.com/avatars/776571542628073482/ca1d48548d69146377a21c428e66d62a.png,No,2/18/2022 12:01,hello,,,kai Havan,N,N,N,N,N,N,Y,0
#8386,lennard.,https://cdn.discordapp.com/avatars/924694666350309416/204dac76a2995eefc49fd664ec85386f.png,No,2/17/2022 18:45,The sun coming out.,,,kai Havan,N,N,N,N,N,N,Y,0
#3434,TheLizardTurkeyThing,https://cdn.discordapp.com/avatars/830851398652264466/0d17a5cd86a089abc6c75af7b5b7cd55.png,No,2/16/2022 17:08,Cooliooooo,,,kai Havan,N,N,N,N,N,N,Y,0
#9136,ルシファー,https://cdn.discordapp.com/avatars/767383393145978912/7f2c65c6e8d03837d85ee28dcef797b4.png,No,2/17/2022 15:54,<@!917388097187086386> this or that,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#6145,MART,https://cdn.discordapp.com/avatars/820720207080194059/a42fc998d957c4576f91aecbbc9d0638.png,No,2/17/2022 15:07,hi,,,kai Havan,N,N,N,N,N,N,Y,0
#4300,DARK KNIGHT,https://cdn.discordapp.com/avatars/866158648891015208/875ccde9a0620a7836572cba0dd66080.png,No,2/17/2022 5:13,Hi,,,kai Havan,N,N,N,N,N,N,Y,0
#8889,🌕🐺 𝗠𝘆𝘅. 🌧🌿,https://cdn.discordapp.com/avatars/427857347361112064/238809c7e743d196908efa50bee404ac.png,No,2/16/2022 21:42,<@!917388097187086386> gratitude,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#5825,coOkiemonSter,https://cdn.discordapp.com/avatars/896022334467612692/e4f9406f61610e0568d44a80b9302446.png,No,2/16/2022 20:55,hii,,,kai Havan,N,N,N,N,N,N,Y,0
#5913,Agung Tri Laksono,https://cdn.discordapp.com/avatars/864009254189269003/5687681bced068128495e8f3a6383879.png,No,2/16/2022 18:27,<@!917388097187086386> fun question,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#9233,Brooke,https://cdn.discordapp.com/avatars/729785583655977021/deaa76029bda4538bec9fbcecffd64b4.png,No,2/15/2022 14:16,Do not direct curse words towards people. We don’t tolerate that here.,tits#0477,,kai Havan,N,N,N,N,N,N,Y,0
#3858,theyluv_destiny,https://cdn.discordapp.com/avatars/925067904813269062/f700a32af089c356a93ce39c35817606.png,No,2/16/2022 17:45,Anybody wanna be friends?,,,kai Havan,N,N,N,N,N,N,Y,0
#6349,Vanessa Enoch<3♡,https://cdn.discordapp.com/avatars/942161376166690836/0303c68db7c9cc8bbfc142d1c73e4425.png,No,2/16/2022 11:15,<@!917388097187086386> this or that,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#8695,1n l0ve w1th w33d,https://cdn.discordapp.com/avatars/886439977133703168/04632282ab2aec76fc276fc65829e8c0.png,No,2/16/2022 14:40,<@!917388097187086386> this or that,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#9571,scarlett_s,https://cdn.discordapp.com/avatars/923401833932795975/c1084ae541d398558b4ba597c09bb94b.png,No,2/16/2022 12:07,Heyy,,,kai Havan,N,N,N,N,N,N,Y,0
#2647,juliette is the best<33,https://cdn.discordapp.com/avatars/755802749546790974/c505759ec20967cc8491fad97cc847ba.png,No,2/16/2022 11:31,HEYY,,,kai Havan,N,N,N,N,N,N,Y,0
#2054,Humble,https://cdn.discordapp.com/avatars/206830399815417856/9bfaeadd3e805a3845f741f2d9b5bf20.png,No,2/16/2022 10:15,Hello wonderful people!,,,kai Havan,N,N,N,N,N,N,Y,0
#1510,mottyshanu,https://cdn.discordapp.com/avatars/821615916105728021/96e16ef76c317f40c73e2df99d2654f1.png,No,2/16/2022 8:44,Lady gaga,,,kai Havan,N,N,N,N,N,N,Y,0
#1306,Lem0n,https://cdn.discordapp.com/avatars/825765936610934845/f2e483f4f244728e711a633faa7e8ed9.png,No,2/15/2022 16:50,<@917388097187086386> trivia,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#8871,The help,https://cdn.discordapp.com/avatars/735595200109609030/5f37c9b57c9b057978899588092cd623.png,No,2/16/2022 6:13,😉,vTakeJhonny#7064,,kai Havan,N,N,N,N,N,N,Y,0
#7064,vTakeJhonny,https://cdn.discordapp.com/avatars/780587164512944148/68e06440b99dbdfcfbc06378fa76bd80.png,No,2/10/2022 16:51,<@!917388097187086386> hi,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#4767,Yonnie,https://cdn.discordapp.com/avatars/793640902777634857/e330ce0ffaee62c030d0be4bb99b9fc9.png,No,2/16/2022 5:45,Hey y’all,,,kai Havan,N,N,N,N,N,N,Y,0
#1095,ℒᎾᏉℰℛ ℱᎾX ℬᎾᎽ ❤❤,https://cdn.discordapp.com/avatars/926162732590432276/7fb98495b1b7d3a6f863d217ac355e9c.png,No,2/13/2022 10:09,?,,,kai Havan,N,N,N,N,N,N,Y,0
#7175,kakashi sensei,https://cdn.discordapp.com/avatars/899833424439812097/ec3e9ccd033c1e430b08623b353af9f1.png,No,2/16/2022 3:49,Hi,,,kai Havan,N,N,N,N,N,N,Y,0
#4740,ocean,https://cdn.discordapp.com/avatars/912152613586362368/eea003ed9784515dc655471b2037218d.png,No,2/9/2022 23:43,<@!917388097187086386> This or That,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#9206,Ashermoo_,https://cdn.discordapp.com/avatars/543969148854861827/d06ec3e18d9d92afb5ae37944cb298bf.png,No,2/15/2022 18:37,Yes,,,kai Havan,N,N,N,N,N,N,Y,0
#6660,Ørçhïd<3,https://cdn.discordapp.com/avatars/734615441506435203/7fa0ec57ca911c181ae601683286cc8b.png,No,2/15/2022 18:37,Right here,,,kai Havan,N,N,N,N,N,N,Y,0
#7948,Ghayzel,https://cdn.discordapp.com/avatars/908167053192626196/a1498d5b046d50b845f836c9bea7a05b.png,No,2/15/2022 16:32,,,https://cdn.discordapp.com/attachments/940923272705482802/943303827862482995/NITRO_DROP_THREAD_1.png,kai Havan,N,N,N,N,N,N,Y,0
#2931,𝓛𝔂𝓭𝓲𝓪 𝓜𝓪𝓻𝓽𝓲𝓷,https://cdn.discordapp.com/avatars/836622622431248384/7747f1e510a7d58aa29f4b43e4cf0eba.png,No,2/15/2022 15:55,<@!917388097187086386> dreams,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#9883,boredom.3.0,https://cdn.discordapp.com/avatars/783909680081797141/53dcc0ca8fede93072f1f0937127019c.png,No,2/15/2022 15:28,@JoyBot dreams,,,kai Havan,N,N,N,N,N,N,Y,0
#2486,Makahi,https://cdn.discordapp.com/avatars/873693884071428156/7d6cc01bc95bbdeb4e04cafacd25ea88.png,No,2/15/2022 15:11,Hi!,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#2694,Alisah._.,https://cdn.discordapp.com/avatars/880930096737824779/cbbe0ac2bd0940256e490eb73440ca87.png,No,2/15/2022 15:07,Hi..,,,kai Havan,N,N,N,N,N,N,Y,0
#4723,Eternals~is~the~best~movie,https://cdn.discordapp.com/avatars/925989181577125918/05fc15236c696723ec983763fa6818f2.png,No,2/15/2022 14:18,Yes. This server is supposed to help people get encouraged,,,kai Havan,N,N,N,N,N,N,Y,0
#0477,tits,https://cdn.discordapp.com/avatars/939459981491724328/f041d4e5e8f4e43ffa6f01b246ede7bb.png,No,2/15/2022 14:04,ur lonely ass on Valentine's Day bc u get no love u ugly bitch,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#8018,Mushroom😼,https://cdn.discordapp.com/avatars/804032925087694848/e5f6304a27ae17382cc889c2dd678fa0.png,No,2/15/2022 13:51,<@!917388097187086386> this or that,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#6043,itsscailyn._,https://cdn.discordapp.com/avatars/616343369274359828/7711c2161c89d60a8e06f572f1be577c.png,No,2/15/2022 13:18,Hii,,,kai Havan,N,N,N,N,N,N,Y,0
#1377,Sommer_BAE,https://cdn.discordapp.com/avatars/912796878540771339/76000e1aab946835da1a0f6d7decde06.png,No,2/15/2022 9:20,Hiii,,,kai Havan,N,N,N,N,N,N,Y,0
#2003,turinig red,https://cdn.discordapp.com/avatars/883759610798960661/e879dd6f70dd34976a1d48a0d263a123.png,No,2/15/2022 7:53,💀,,,kai Havan,N,N,N,N,N,N,Y,0
#4896,V4MP.ARIANNA,https://cdn.discordapp.com/avatars/906364740811497472/b6a8650917331e9b355e568833a442a1.png,No,2/15/2022 7:12,Hi,,,kai Havan,N,N,N,N,N,N,Y,0
#8927,Genesis,https://cdn.discordapp.com/avatars/769360577188331541/a3b87151621bd742101aebcaf231f9cb.png,No,2/15/2022 7:03,huh,,,kai Havan,N,N,N,N,N,N,Y,0
#5737,mayachan,https://cdn.discordapp.com/avatars/897839190014820364/005da86f34a649a7a2043c43ec36fbb9.png,No,2/14/2022 11:56,<@!917388097187086386> Dreams,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#8597,Nathanael,https://cdn.discordapp.com/avatars/512451529609838592/bf322feaa309c199b1ae86413086dcf4.png,No,2/15/2022 2:05,<@!917388097187086386> play,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#4404,n side.,https://cdn.discordapp.com/avatars/790531356424798229/98b2630bd731524b90f21519659693a8.png,No,2/14/2022 23:36,"Run 🏃, oh",,,kai Havan,N,N,N,N,N,N,Y,0
#3130,TownSpider,https://cdn.discordapp.com/avatars/569342755864838145/5c9f8be9bdd9756383fab1da419a0c93.png,No,2/12/2022 19:43,<@!917388097187086386> fun question,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#1188,androidphobic,https://cdn.discordapp.com/avatars/872011181483786290/ef96a81bc7c485bacc8fa89fccd3381d.png,No,2/14/2022 19:43,,,https://cdn.discordapp.com/attachments/940923272705482802/942989527398641674/IMG_4436.mov,kai Havan,N,N,N,N,N,N,Y,0
#7022,idk anymore,https://cdn.discordapp.com/avatars/584590490624589828/b77b36b444ea4433dca77e39f1aeda04.png,No,2/14/2022 13:32,<@!917388097187086386> this or that,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#9196,fabi,https://cdn.discordapp.com/avatars/834227730433310771/d015a05b808755ae63cadc11b4d5426c.png,No,2/14/2022 12:17,<@!917388097187086386> dreams,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#9845,flourocent♤,https://cdn.discordapp.com/avatars/933586405886656553/5110261f2e91a41c39750e1f37798cfa.png,No,2/14/2022 9:34,<@917388097187086386> dreams,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#2333,PocketBullets,https://cdn.discordapp.com/avatars/913513116602617866/d78fbb2a76552a9a13ffa5d53f3f5a1e.png,No,2/12/2022 6:27,<@!917388097187086386> hack,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#6526,Kurt Ji-woo,https://cdn.discordapp.com/avatars/852743989781856297/5e82fb1128696de61d333f60efa8f752.png,No,2/14/2022 6:04,Hm,,,kai Havan,N,N,N,N,N,N,Y,0
#6971,RippedHerHeartOut,https://cdn.discordapp.com/avatars/903398910490443786/1273a0880712f0632404d405671f2a36.png,No,2/14/2022 4:49,Hi,,,kai Havan,N,N,N,N,N,N,Y,0
#4901,🍞🍞🍞🍞🍞Bred 🍞🍞🍞🍞🍞,https://cdn.discordapp.com/avatars/672796005099372545/a91ad73cf52fc9b725ae391df1122d8c.png,No,2/14/2022 3:52,<#924803807270043688>,,,kai Havan,N,N,N,N,N,N,Y,0
#8085,Gear Whisperer [[Hector Grimm]],https://cdn.discordapp.com/avatars/493642850668380190/fc6201593e3cd212a69798343bb44df1.png,No,2/13/2022 20:29,What up guys,,,kai Havan,N,N,N,N,N,N,Y,0
#2522,jake  die,https://cdn.discordapp.com/avatars/813469323166351390/2b46a4720cd0b50918a0fca45008d3cb.png,No,2/13/2022 20:09,WHERE THE GENERAL CHATE,ijet7#3337,,kai Havan,N,N,N,N,N,N,Y,0
#7135,ceylin<3,https://cdn.discordapp.com/avatars/942571024048853072/7bf493f5da35f87d21ad0d4d78709f01.png,No,2/13/2022 16:32,<@!917388097187086386> trivia,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#4998,flynn,https://cdn.discordapp.com/avatars/852031810850127904/8a40b3eebcba7f6efb3db9d906bf29f2.png,No,2/13/2022 16:28,<@917388097187086386> trivia,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#1998,els,https://cdn.discordapp.com/avatars/772520577511849984/fc5e0f994ec3d680cdd71fb519acfd75.png,No,2/13/2022 15:35,<@!917388097187086386> trivia,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#1919,『ReiRei』^ - ^,https://cdn.discordapp.com/avatars/815650450170183701/7a2c8f5715161a4a74bec6bf8af4929c.png,No,2/13/2022 14:16,<@!917388097187086386> trivia,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#9723,Yes?,https://cdn.discordapp.com/avatars/896685104313810954/828bff7dd112a8c6ba5d3e0f8cd78e76.png,No,2/13/2022 14:04,<@917388097187086386> hack,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#5129,-Rose-,https://cdn.discordapp.com/avatars/852692355709403146/37cd1e6e63d24981f151f853d02ec4c9.png,No,2/13/2022 11:27,<@!917388097187086386> fun question,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#1255,ariaa!,https://cdn.discordapp.com/avatars/844580118058893332/a_5a2e8e86e663f47d06cab01dc93e42dc.gif,No,2/9/2022 17:16,<@!917388097187086386> this or that,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#1111,KEDI,https://cdn.discordapp.com/avatars/914263690151346217/a_87ba223354881d940247edee975cebd8.gif,No,2/13/2022 9:40,hey everyone,,,kai Havan,N,N,N,N,N,N,Y,0
#8132,neutrallyandie,https://cdn.discordapp.com/avatars/639946057295593474/a_355029f02771ed4b40f615873899699e.gif,No,2/13/2022 9:30,<@917388097187086386> this or that,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#7013,grr,https://discord.com/assets/6debd47ed13483642cf09e832ed0bc1b.png,No,2/13/2022 8:48,<@917388097187086386> hack,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#3168,gavid,https://discord.com/assets/6debd47ed13483642cf09e832ed0bc1b.png,No,2/13/2022 7:50,no,,,kai Havan,N,N,N,N,N,N,Y,0
#2339,Ali Pro,https://cdn.discordapp.com/avatars/735059861896822786/f6359c90a2f3454e41ed4ea56f869af5.png,No,2/13/2022 7:22,<@!917388097187086386> die,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#5592,nth,https://cdn.discordapp.com/avatars/731445836839518278/839ea96e9df2580b75e458db88c545cb.png,No,2/13/2022 5:31,hello,,,kai Havan,N,N,N,N,N,N,Y,0
#3775,Len,https://cdn.discordapp.com/avatars/838649540696997898/5a4dd9afb7cde73230dededc15e82ed4.png,No,2/13/2022 5:13,<@!917388097187086386> inspire,JoyBot#1231,,kai Havan,N,N,N,N,N,N,Y,0
#5211,🐱. (docari),https://cdn.discordapp.com/avatars/894566094281527347/c25ed5510e0a521d8306a457190d9d0a.png,No,2/13/2022 3:02,hi,Miss-Eva#2437,https://cdn.discordapp.com/attachments/940923272705482802/942380459797667840/unicorn_dog.JPG,kai Havan,N,N,N,N,N,N,Y,0
